id,districtid,regionid,udise,collegename,stream,status,medium,subject,choicecode,ReservationDetails,SC,ST,VJA,NTB,NTC,NTD,OBC,SBC,SEBC,EWS,General,round_id
3906,Nagpur,Konkan,272037710,Elphinstone Airoli College of Commerce,Commerce,A,English,Commerce,52465,Reserved,63.650000000000006,63.57000000000001,67.57000000000001,,,,64.31,63.830000000000005,69.30000000000001,69.39,65.29,3
3907,Thane,Aurangabad,272012832,Wilson Kalwa Vidyalaya,Commerce,A,Semi-English,General,42450,Reserved,69.85,73.0,74.36,,72.71,68.22,70.11,71.0,68.25,70.05,76.61,2
3908,Pune,Pune,272085411,N.S. Pune Institute,Science,G,English,Commerce,68204,Open,84.05,87.49,,82.08999999999999,87.02,87.38,89.22,85.66999999999999,84.66,87.52999999999999,86.38999999999999,1
3909,Nagpur,Konkan,272063970,Dr. Andheri Junior College,Commerce,U,Semi-English,Arts,63765,Reserved,93.07000000000001,95.78,,,89.65,,97.17,96.76,90.52000000000001,89.32000000000001,96.26,1
3910,Nashik,Nagpur,272085383,Rajmata Airoli College of Commerce,Science,G,English,General,49673,Open,51.36,49.09,56.79,,51.980000000000004,,57.38,59.02,59.95,58.74,55.980000000000004,1
3911,Thane,Nashik,272015885,Wilson Pune Vidyalaya,Science,U,Semi-English,Science,27303,Reserved,90.54,88.06,84.10000000000001,89.73,84.48,,92.01,,90.10000000000001,85.63000000000001,88.55,1
3912,Thane,Nashik,272064839,Rajmata Andheri Institute,Science,A,English,Science,57862,Open,64.7,63.08,69.39,61.21,61.32,65.31,66.06,,65.06,64.79,70.48,2
3913,Nagpur,Aurangabad,272074919,N.S. Andheri College of Arts & Science,Science,G,Marathi,Commerce,53649,Open,82.28,78.93,,83.13,74.41,78.69,80.96000000000001,,79.75,83.47,79.8,1
3914,Mumbai,Nashik,272062708,Vivekanand Kalwa College of Arts & Science,Arts,G,Semi-English,Arts,13914,Open,71.91,65.64999999999999,69.45,69.24,71.57,65.16,70.6,,63.65,65.8,70.99,2
3915,Thane,Amravati,272044095,Wilson Kalwa Institute,Arts,A,English,General,72871,Open,90.39999999999999,90.6,92.55999999999999,92.28,,90.08999999999999,95.91999999999999,90.36,98.07,89.67999999999999,94.36,1
3916,Pune,Nashik,272096412,Vivekanand Thane Vidyalaya,Science,U,Marathi,Commerce,83024,Open,55.87,59.74,53.15,57.15,61.68,60.82,61.8,61.88,60.12,53.75,60.81,1
3917,Nashik,Aurangabad,272089536,Smt. Borivali College of Commerce,Commerce,A,Semi-English,General,65610,Reserved,89.81,86.91000000000001,86.07000000000001,,,89.64,84.63000000000001,84.52000000000001,87.53,90.97000000000001,90.65,2
3918,Nashik,Aurangabad,272092142,Gokhale Kalwa Junior College,Science,A,Marathi,Commerce,82174,Reserved,66.15,69.2,69.06,73.45,,71.77,71.31,67.5,73.49,69.44,70.63,1
3919,Nashik,Aurangabad,272010471,Shree Ghatkopar College of Arts & Science,Commerce,G,Semi-English,General,79472,Reserved,53.25,58.41,60.13,52.32,53.67,52.68,52.89,,60.28,53.29,57.24,1
3920,Nagpur,Nagpur,272084667,N.S. Dadar Institute,Arts,A,English,General,93563,Reserved,67.64999999999999,72.67,66.28999999999999,74.17,71.85,,65.52,71.1,72.85,69.61999999999999,70.53999999999999,3
3921,Nashik,Amravati,272032767,Tilak Airoli Vidyalaya,Arts,G,English,Science,68540,Reserved,77.17,72.72,72.11,76.56,67.76,,76.88000000000001,76.15,76.03,72.95,76.65,2
3922,Nashik,Konkan,272032692,Gokhale Kalwa Junior College,Commerce,U,English,General,81349,Open,60.31999999999999,60.5,65.27,,65.41,59.93,68.64,66.92999999999999,62.76,64.64999999999999,68.25999999999999,2
3923,Pune,Pune,272076277,S.M. Andheri College of Commerce,Arts,G,English,Arts,62020,Reserved,67.99,69.89,65.62,72.12,68.3,,74.66,,74.73,70.77,74.46000000000001,2
3924,Mumbai,Nashik,272080330,Pt. Bhandup Institute,Science,A,English,Science,13593,Reserved,82.26,78.76,83.7,80.55000000000001,82.62,77.11,79.12,,82.72,79.44000000000001,84.56,2
3925,Nagpur,Nagpur,272046466,Gokhale Borivali College of Arts & Science,Arts,A,Marathi,Commerce,98963,Open,78.48,77.1,71.71,76.78999999999999,80.8,,73.03,78.19,76.11999999999999,77.83,77.46,1
3926,Nagpur,Konkan,272090434,Wilson Kalwa College of Arts & Science,Science,A,English,Commerce,33648,Reserved,76.52,75.2,,81.67,76.73,84.99,81.25,85.55,83.60000000000001,77.86,85.32000000000001,1
3927,Nashik,Aurangabad,272076734,Vivekanand Airoli Institute,Commerce,A,English,General,15510,Reserved,56.13,51.37,60.3,,52.3,,52.54,56.16,51.59,58.98,60.93,2
3928,Pune,Konkan,272069551,Gokhale Ghatkopar Junior College,Commerce,U,English,Science,39974,Open,82.56,78.67,89.81,81.03999999999999,85.94,88.83999999999999,81.34,84.50999999999999,81.92999999999999,82.42,90.17999999999999,1
3929,Thane,Konkan,272045339,Wilson Dadar Institute,Commerce,G,Semi-English,Science,87344,Open,88.57,89.97,90.24,93.25,,90.39999999999999,95.75,96.75999999999999,91.36,90.05999999999999,96.17999999999999,1
3930,Nashik,Amravati,272051930,Shree Dadar College of Commerce,Science,A,Marathi,Commerce,27047,Open,92.46000000000001,88.74000000000001,86.46000000000001,,,92.0,89.27000000000001,87.47,93.46000000000001,88.85000000000001,95.92,1
3931,Nashik,Aurangabad,272055954,Gokhale Thane Vidyalaya,Arts,U,English,Arts,32122,Reserved,85.89,81.08000000000001,88.4,,81.03,88.94000000000001,82.59,81.32000000000001,88.10000000000001,86.9,89.88000000000001,1
3932,Nagpur,Nagpur,272024665,Tilak Dadar College of Commerce,Science,A,Semi-English,Arts,26035,Reserved,68.47,67.68,71.33,70.60000000000001,,69.33,67.43,65.72,70.98,70.9,73.37,3
3933,Nagpur,Nagpur,272041081,Gokhale Borivali College of Commerce,Commerce,G,English,Science,42650,Open,87.38,85.64999999999999,91.14999999999999,92.6,,83.94999999999999,87.64,92.03,83.57,85.66,90.67,1
3934,Nashik,Aurangabad,272053076,Shree Borivali Junior College,Science,G,Semi-English,Science,19851,Reserved,65.17,65.51,,,,,65.25,60.65,64.97,65.47,70.02,1
3935,Nagpur,Nashik,272080469,Wilson Andheri College of Commerce,Science,U,Marathi,Commerce,72984,Reserved,86.94999999999999,85.19999999999999,,81.89,80.53,,82.67999999999999,,85.88,82.94,87.36999999999999,2
3936,Pune,Nagpur,272069464,Pt. Dadar Junior College,Commerce,A,English,Science,14480,Reserved,58.83,58.559999999999995,,59.68,,65.16,68.56,,60.599999999999994,67.5,67.53999999999999,2
3937,Thane,Nagpur,272027797,Elphinstone Thane Institute,Commerce,G,Marathi,Commerce,22193,Open,56.330000000000005,54.74,51.400000000000006,55.78,,58.1,54.6,,58.24,51.99,59.59,2
3938,Thane,Nashik,272074351,Shree Airoli College of Commerce,Science,G,Marathi,Arts,91452,Reserved,85.7,82.09,,,80.32000000000001,83.96000000000001,88.06,81.04,86.49,88.86,86.37,2
3939,Thane,Nashik,272026159,S.M. Mulund College of Arts & Science,Science,G,English,Science,52733,Open,77.12,82.32,,81.82,80.5,76.64,82.59,81.81,84.07,76.27,84.53,2
3940,Nashik,Nagpur,272069442,Wilson Pune Vidyalaya,Commerce,G,Semi-English,Arts,83424,Reserved,88.50999999999999,87.06,92.38,,92.3,92.69,91.44999999999999,84.94,94.39999999999999,93.36999999999999,92.89,3
3941,Nashik,Nagpur,272044849,K.C. Kalwa College of Commerce,Arts,A,English,Arts,62597,Reserved,85.5,88.41,89.84,,,87.1,89.77,87.99,85.67,88.35,90.74,1
3942,Nashik,Nagpur,272035761,Vivekanand Borivali Institute,Arts,A,English,General,64356,Open,88.64,91.3,91.55,,96.03,,89.58,91.62,94.34,91.87,93.93,1
3943,Pune,Nashik,272012788,Pt. Kalwa College of Arts & Science,Science,U,English,Commerce,37374,Open,82.03,80.92999999999999,82.52,86.61999999999999,89.39,82.07,80.61,89.86999999999999,80.64999999999999,86.75,86.30999999999999,3
3944,Thane,Nagpur,272094122,K.C. Pune College of Commerce,Science,U,English,Commerce,87577,Open,86.42999999999999,83.44,90.61999999999999,,84.81,85.89,83.57,84.39,83.42999999999999,85.82,92.22,1
3945,Nagpur,Konkan,272065681,Pt. Kalwa College of Commerce,Science,A,English,Commerce,85587,Open,75.61,76.71,79.39,72.89999999999999,,81.28,78.67,81.35,74.94999999999999,74.25999999999999,77.31,1
3946,Nagpur,Konkan,272082456,Gokhale Borivali College of Arts & Science,Science,U,Semi-English,General,96747,Reserved,92.8,93.91,,88.78999999999999,89.19999999999999,94.83999999999999,97.19999999999999,93.91999999999999,91.32,94.36,94.82,1
3947,Mumbai,Nashik,272083393,Gokhale Ghatkopar College of Arts & Science,Commerce,A,English,Commerce,27264,Reserved,93.71,91.64999999999999,89.05,89.50999999999999,95.96,91.7,88.64,96.82,89.73,97.25,96.78999999999999,1
3948,Mumbai,Nashik,272025704,N.S. Thane Institute,Commerce,A,English,General,80771,Reserved,65.03,60.78,65.18,61.519999999999996,,70.98,69.38,,65.92,62.55,66.96,1
3949,Nagpur,Nashik,272023848,R.D. Kalwa Institute,Science,G,Marathi,Science,71862,Reserved,94.19,88.59,,95.8,97.43,,93.97,94.87,96.73,98.44,98.02,1
3950,Thane,Pune,272060298,Shree Thane College of Commerce,Science,G,Semi-English,General,84168,Open,75.31,70.83,,,79.32000000000001,77.75,80.02,79.5,76.61,76.95,78.06,1
3951,Nashik,Nashik,272045519,S.M. Kalwa College of Arts & Science,Science,G,Semi-English,Arts,78745,Open,74.26,73.38000000000001,75.45,,67.06,67.4,74.74000000000001,72.66,73.10000000000001,74.84,72.48,1
3952,Nagpur,Pune,272014602,R.D. Dadar College of Commerce,Arts,G,Marathi,Commerce,73443,Reserved,80.42999999999999,85.08999999999999,86.63,79.33,,85.16,82.61999999999999,,82.72,82.47,87.5,1
3953,Nagpur,Nashik,272036620,Tilak Airoli Institute,Arts,U,Semi-English,General,30903,Reserved,86.84,86.91000000000001,89.4,85.21000000000001,,88.4,87.87,88.87,84.59,83.7,89.44000000000001,3
3954,Mumbai,Aurangabad,272049985,Wilson Andheri College of Commerce,Science,G,Marathi,General,78078,Open,63.49000000000001,68.13000000000001,63.60000000000001,,70.2,,69.9,64.18,64.05000000000001,63.78000000000001,70.36,3
3955,Thane,Amravati,272037297,Pt. Pune College of Commerce,Science,G,Semi-English,General,75151,Reserved,89.06,93.72999999999999,89.42999999999999,,96.74,,97.34,89.57,97.61,88.72,97.08,2
3956,Nagpur,Nagpur,272087417,Dr. Bhandup Vidyalaya,Arts,U,Marathi,General,36605,Reserved,76.67999999999999,68.11,78.50999999999999,69.21,70.14999999999999,74.75999999999999,74.75,,71.63,70.41,74.31,3
3957,Nashik,Nagpur,272076044,Shree Borivali College of Arts & Science,Arts,A,English,Science,19999,Open,98.5,97.26,91.01,,98.91,93.34,93.26,,96.60000000000001,91.11,94.84,2
3958,Nashik,Konkan,272078513,K.C. Dadar Institute,Commerce,A,English,Science,42977,Open,67.91,61.22,,65.99,59.92,65.65,60.64,61.160000000000004,65.96000000000001,68.01,64.67,2
3959,Pune,Aurangabad,272018520,Elphinstone Borivali Vidyalaya,Science,G,Marathi,Science,30644,Open,93.41,90.01,94.56,,,93.24000000000001,95.89,,91.28,90.25,95.65,1
3960,Nashik,Amravati,272076487,Tilak Pune College of Commerce,Science,U,English,Commerce,50594,Open,63.400000000000006,61.46,64.99000000000001,62.74,68.60000000000001,62.06,71.04,68.48,68.03,67.41000000000001,68.64,3
3961,Nagpur,Nagpur,272074673,S.M. Ghatkopar College of Commerce,Commerce,G,English,General,84368,Reserved,84.74,81.78999999999999,,,,,81.22,81.17999999999999,77.53999999999999,83.47,84.5,3
3962,Nagpur,Nagpur,272036941,R.D. Andheri College of Commerce,Science,A,Marathi,Science,57486,Reserved,65.67,68.08,70.33,70.55000000000001,69.9,,65.13000000000001,66.82000000000001,63.2,64.57000000000001,67.39,1
3963,Nashik,Pune,272081876,Shree Thane Junior College,Science,A,Semi-English,Commerce,63568,Reserved,90.13,90.05,,92.74000000000001,99.5,92.26,97.26,90.88,95.99000000000001,90.98,97.47,2
3964,Mumbai,Konkan,272071589,Elphinstone Thane College of Commerce,Commerce,A,English,Arts,32764,Reserved,88.36999999999999,84.36999999999999,90.83999999999999,90.16,81.97,85.94999999999999,87.28,90.36,87.35,81.88,87.0,2
3965,Thane,Pune,272068089,K.C. Airoli Vidyalaya,Science,U,Marathi,Arts,85533,Reserved,64.92,67.91,70.81,70.08,68.47,65.97,70.85,62.76,62.589999999999996,63.86,69.62,1
3966,Nagpur,Pune,272095445,Shree Mulund College of Commerce,Arts,G,Marathi,Commerce,24824,Reserved,78.08,73.16,79.25,,,78.33,75.13000000000001,,78.56,81.78,79.93,2
3967,Nashik,Konkan,272057073,Smt. Airoli Vidyalaya,Science,U,Semi-English,General,72113,Open,58.629999999999995,50.66,52.01,,,57.14,58.98,55.32,51.879999999999995,55.28,58.93,1
3968,Nashik,Amravati,272077104,Pt. Borivali Institute,Science,A,Semi-English,General,97363,Open,64.02,67.92,62.32,65.26,69.76,69.48,62.67,,67.66,66.88,67.03,1
3969,Nagpur,Konkan,272039156,Shree Ghatkopar Junior College,Commerce,A,Marathi,Arts,85685,Reserved,67.7,68.25,66.49,63.35,62.87,66.36,60.84,,65.02,70.28,66.74,1
3970,Pune,Nashik,272040675,Wilson Andheri Junior College,Science,U,Marathi,General,61419,Open,63.83,62.33,64.96,,,67.25,62.22,,67.75999999999999,64.41,65.31,2
3971,Thane,Pune,272038108,S.M. Andheri Institute,Arts,A,English,General,50594,Open,83.60000000000001,78.18,83.21000000000001,,81.05000000000001,82.16000000000001,86.08,81.91000000000001,85.83,78.19,83.34,2
3972,Nagpur,Nashik,272063045,R.D. Andheri Vidyalaya,Commerce,U,Marathi,General,49376,Open,84.11,87.49,89.42999999999999,,90.37,83.17,81.02,,84.28,81.8,88.9,3
3973,Nashik,Konkan,272047219,Wilson Andheri College of Arts & Science,Science,G,Marathi,General,25054,Open,57.330000000000005,57.29,51.33,,53.33,55.93,55.82,55.32,50.660000000000004,60.2,57.260000000000005,2
3974,Pune,Konkan,272072245,Smt. Thane Vidyalaya,Commerce,U,Semi-English,Science,65982,Open,64.57000000000001,65.0,64.56,71.22,65.27,64.85,68.22,62.730000000000004,68.57000000000001,68.7,70.25,1
3975,Nagpur,Nagpur,272068917,Smt. Dadar Vidyalaya,Science,U,Marathi,Science,11093,Open,79.85000000000001,81.21000000000001,,80.0,,76.86000000000001,84.23,79.60000000000001,85.46000000000001,77.05000000000001,84.01,1
3976,Thane,Amravati,272011825,Rajmata Bhandup Institute,Arts,U,English,General,40730,Open,87.57,90.55,83.89,87.78999999999999,89.35,83.99,89.59,88.53999999999999,88.12,91.3,92.03999999999999,3
3977,Pune,Pune,272042908,Dr. Bhandup College of Arts & Science,Science,U,Marathi,Commerce,35519,Open,85.06,86.03,85.35000000000001,87.37,88.44000000000001,88.53,89.79,93.82000000000001,84.14,90.09,93.87,2
3978,Nashik,Aurangabad,272022359,Gokhale Airoli Junior College,Commerce,G,English,Science,33953,Open,72.9,70.62,72.48,75.82,,76.19,75.71,67.98,75.54,70.82,74.75,2
3979,Mumbai,Konkan,272040480,Gokhale Borivali College of Arts & Science,Science,A,English,General,81028,Open,58.22,53.57,,,57.68,,59.83,51.739999999999995,57.76,52.01,58.769999999999996,1
3980,Thane,Nagpur,272011104,Pt. Andheri College of Commerce,Commerce,U,English,Science,82968,Open,50.480000000000004,49.47,,56.67,,57.0,55.21,,60.22,54.09,59.46,2
3981,Pune,Aurangabad,272089304,N.S. Ghatkopar College of Arts & Science,Arts,A,English,Commerce,76395,Open,53.91,59.44,,60.94,57.279999999999994,57.55,54.37,51.73,57.209999999999994,60.029999999999994,58.61,1
3982,Nagpur,Pune,272011632,Chhatrapati Bhandup Vidyalaya,Arts,A,Semi-English,Commerce,10868,Reserved,74.11,70.41999999999999,,,65.05999999999999,,71.75999999999999,70.27,70.28,71.91,70.36,1
3983,Nagpur,Nashik,272091617,Elphinstone Andheri Junior College,Science,G,English,Science,71735,Reserved,75.54,79.31,79.23,,79.56,82.31,76.78,,79.30000000000001,85.19,84.02000000000001,3
3984,Pune,Pune,272024774,Gokhale Bhandup Junior College,Science,A,English,General,10588,Reserved,80.69000000000001,79.24000000000001,78.71000000000001,78.91000000000001,,73.96000000000001,77.54,73.63000000000001,79.73,73.39,79.89,2
3985,Nagpur,Amravati,272055758,Dr. Kalwa Junior College,Arts,A,Semi-English,General,12540,Open,74.91,72.26,,,,74.8,75.39,76.13000000000001,71.89,71.81,72.78,1
3986,Pune,Aurangabad,272035297,R.D. Dadar College of Arts & Science,Arts,U,English,Arts,52491,Open,79.91000000000001,72.36000000000001,78.35000000000001,74.81,,75.76,79.63000000000001,73.30000000000001,76.63000000000001,78.91000000000001,80.36000000000001,3
3987,Thane,Nagpur,272077194,Elphinstone Airoli College of Commerce,Science,A,English,General,20299,Reserved,60.38,56.12,,61.71,,54.23,60.94,57.839999999999996,61.65,54.75,60.14,2
3988,Nagpur,Aurangabad,272093481,Wilson Thane College of Commerce,Commerce,G,English,Commerce,15416,Reserved,89.17999999999999,92.91,,85.96,,91.77,90.97999999999999,,90.14999999999999,90.63,91.91,1
3989,Thane,Nashik,272064936,K.C. Thane Institute,Science,A,English,Commerce,33435,Reserved,78.72,71.34,,80.76,,73.04,80.82000000000001,,73.94,72.94,81.46000000000001,3
3990,Nashik,Nagpur,272013039,Chhatrapati Thane Vidyalaya,Arts,U,English,Commerce,79084,Reserved,92.25999999999999,91.96,88.94,92.32,,94.50999999999999,96.33999999999999,93.61,94.36,91.67999999999999,96.11999999999999,1
3991,Nashik,Nashik,272034417,R.D. Dadar College of Arts & Science,Science,A,English,Arts,73919,Open,69.01,74.76,,,69.46000000000001,74.43,74.53,74.30000000000001,68.7,73.77000000000001,74.56,3
3992,Nashik,Konkan,272081427,Shree Ghatkopar Junior College,Science,U,Marathi,Arts,50923,Reserved,60.989999999999995,63.269999999999996,67.05999999999999,63.489999999999995,,62.089999999999996,62.11999999999999,60.89999999999999,69.75,65.25,66.72999999999999,3
3993,Nashik,Pune,272026740,K.C. Mulund College of Commerce,Arts,A,English,Arts,54364,Open,84.82,82.69,88.55,90.83,,90.01,86.52,84.78999999999999,86.03,87.74,87.7,1
3994,Nagpur,Amravati,272061891,R.D. Borivali Junior College,Science,U,English,Commerce,99754,Reserved,69.56,62.06999999999999,,60.87,67.74,66.25999999999999,67.67,67.05,68.44,68.05,68.81,2
3995,Pune,Konkan,272027464,Vivekanand Mulund Institute,Commerce,U,Semi-English,Science,20392,Open,79.47999999999999,77.02,74.14,76.44,,70.77,71.55,73.23,79.22999999999999,75.02,77.33,1
3996,Nagpur,Pune,272055702,Tilak Thane Vidyalaya,Commerce,U,English,General,29669,Reserved,67.85,61.10999999999999,60.91,59.3,,,60.209999999999994,,64.97999999999999,59.309999999999995,66.35,1
3997,Nagpur,Nashik,272044669,K.C. Dadar College of Commerce,Science,U,Semi-English,General,12779,Open,64.08,56.8,,64.96,66.63,65.47,65.74,63.15,59.9,63.919999999999995,63.22,2
3998,Thane,Amravati,272031870,K.C. Pune College of Arts & Science,Science,A,English,Science,29285,Reserved,85.78999999999999,85.86,90.69999999999999,,89.88,94.36999999999999,86.11,91.21,88.25999999999999,85.05999999999999,93.08,1
3999,Pune,Nashik,272015179,Pt. Kalwa College of Commerce,Commerce,U,English,Science,99273,Reserved,85.53999999999999,76.33999999999999,84.96,82.50999999999999,,79.6,82.83999999999999,78.78999999999999,81.94,84.83,82.35,1
4000,Mumbai,Nagpur,272044336,N.S. Kalwa Junior College,Science,A,Marathi,General,30868,Reserved,64.34,66.01,66.4,65.27,,,63.96,68.38,65.08,60.190000000000005,68.24000000000001,2
4001,Mumbai,Nashik,272018889,Rajmata Dadar College of Arts & Science,Commerce,G,English,General,95994,Reserved,76.97000000000001,81.42,,81.49000000000001,80.0,79.17,83.67,81.83000000000001,85.13000000000001,79.78,84.13000000000001,2
4002,Pune,Aurangabad,272095879,Chhatrapati Ghatkopar Institute,Arts,G,English,Arts,10475,Reserved,62.21,58.39,61.25,58.949999999999996,,63.779999999999994,58.169999999999995,65.55,64.24,65.32,62.839999999999996,2
4003,Mumbai,Pune,272032332,R.D. Thane Institute,Arts,A,Marathi,Arts,20783,Reserved,76.3,76.24,72.6,76.89,71.75999999999999,70.46,74.41,,72.11,78.02,76.96,3
4004,Pune,Konkan,272040493,Gokhale Kalwa Junior College,Science,U,English,Science,74107,Reserved,75.71,70.99,,,,,77.47,71.37,74.36,71.56,73.38,2
4005,Thane,Aurangabad,272021140,N.S. Andheri College of Commerce,Science,A,Marathi,Science,57297,Open,64.78,70.49,65.47,67.44,69.07,69.66,67.85,72.48,66.37,70.92999999999999,68.02,3
4006,Thane,Nagpur,272090112,Gokhale Bhandup College of Arts & Science,Science,A,Semi-English,Commerce,49001,Reserved,76.05,77.25,74.99,81.18,77.2,81.87,79.79,,78.07000000000001,75.87,77.61,1
4007,Nagpur,Pune,272014567,Elphinstone Pune College of Commerce,Science,G,English,Science,58047,Reserved,62.970000000000006,64.53,63.800000000000004,65.18,62.31,67.79,64.62,63.910000000000004,59.52,59.21000000000001,65.07000000000001,2
4008,Mumbai,Nagpur,272095507,Shree Dadar College of Commerce,Commerce,A,Marathi,Science,45597,Open,90.36,94.58,,90.22,,,94.13999999999999,97.14999999999999,88.97,95.11,95.66999999999999,1
4009,Pune,Pune,272056674,Shree Thane Junior College,Commerce,G,Marathi,Commerce,18758,Open,96.19000000000001,92.14,91.55000000000001,93.2,98.56,95.0,98.04,91.04,95.23,98.51,94.93,3
4010,Thane,Pune,272069009,N.S. Kalwa College of Arts & Science,Science,A,Semi-English,General,62212,Open,98.4,95.13000000000001,,95.54,98.37,90.23,91.27000000000001,,93.11,90.17,97.37,2
